word,meaning,sort,title,phonetic,definition
partner,n.伙伴，盟友；,19,Chapter 19 社会角色,/ˈpɑːtnə(r)/,A word in this category
mate,n.伙伴；［构成复合词］同伴,19,Chapter 19 社会角色,/meɪt/,A word in this category
colleague,n.同事，同僚,19,Chapter 19 社会角色,/ˈkɒliːɡ/,A word in this category
comrade,n.同志；(尤指共患难的)同伴,19,Chapter 19 社会角色,/ˈkɒmreɪd/,A word in this category
acquaintance,n.相识的人，泛泛之交；认识；了解,19,Chapter 19 社会角色,/əˈkweɪntəns/,A word in this category
friendship,n.友谊；友情，友好,19,Chapter 19 社会角色,/ˈfrendʃɪp/,A word in this category
affection,n.喜爱，喜欢,19,Chapter 19 社会角色,/əˈfekʃn/,A word in this category
stranger,n.陌生人；新来者,19,Chapter 19 社会角色,/ˈstreɪndʒə(r)/,A word in this category
apprentice,n.学徒，徒弟 v.使当......的学徒,19,Chapter 19 社会角色,/əˈprentɪs/,A word in this category
deputy,n.代理人，副手,19,Chapter 19 社会角色,/ˈdepjuti/,A word in this category
hero,n.男主角，男主人公；英雄；勇士,19,Chapter 19 社会角色,/ˈhɪərəʊ/,A word in this category
heroine,n.女主角，女主人公；女英雄,19,Chapter 19 社会角色,/ˈherəʊɪn/,A word in this category
actress,n.女演员,19,Chapter 19 社会角色,/ˈæktrəs/,A word in this category
chancellor,n. (德国或奥地利)总理；(英国)财政大臣,19,Chapter 19 社会角色,/ˈtʃɑːnsələ(r)/,A word in this category
commander,n.司令官，指挥官,19,Chapter 19 社会角色,/kəˈmɑːndə(r)/,A word in this category
director,n.主管；理事；导演,19,Chapter 19 社会角色,/dəˈrektə(r); daɪˈrektə(r)/,A word in this category
proponent,n.拥护者，支持者,19,Chapter 19 社会角色,/prəˈpəʊnənt/,A word in this category
committee,n.委员会,19,Chapter 19 社会角色,/kəˈmɪti/,A word in this category
council,n.委员会；市政委员会,19,Chapter 19 社会角色,/ˈkaʊns(ə)l/,A word in this category
specialist,n.专家；专科医生,19,Chapter 19 社会角色,/ˈspeʃəlɪst/,A word in this category
consultant,n.顾问；［英］会诊医师,19,Chapter 19 社会角色,/kənˈsʌltənt/,A word in this category
veterinary,adj.兽医的,19,Chapter 19 社会角色,/ˈvetnri/,A word in this category
counsellor,(= counselor)n.顾问，辅导顾问,19,Chapter 19 社会角色,/ˈkaʊnsələ(r)/,A word in this category
solicitor,n.(英国的)诉状律师，事务律师；｛美国的)法务官,19,Chapter 19 社会角色,/səˈlɪsɪtə(r)/,A word in this category
attorney,n. (美国的)律师,19,Chapter 19 社会角色,/əˈtɜːni/,A word in this category
umpire,n.裁判员,19,Chapter 19 社会角色,/ˈʌmpaɪə(r)/,A word in this category
cashier,n.出纳员，收银员,19,Chapter 19 社会角色,/kæˈʃɪə(r)/,A word in this category
fireman,n.消防队员；司炉工,19,Chapter 19 社会角色,/ˈfaɪəmən/,A word in this category
nurse,n.护士；保姆 v.护理,19,Chapter 19 社会角色,/nɜːs/,A word in this category
gardener,n.园丁，花匠,19,Chapter 19 社会角色,/ˈɡɑːdnə(r)/,A word in this category
barber,n.理发师,19,Chapter 19 社会角色,/ˈbɑːbə(r)/,A word in this category
haircut,n.理发,19,Chapter 19 社会角色,/ˈheəkʌt/,A word in this category
fisherman,n.渔民，渔夫，垂钓者,19,Chapter 19 社会角色,/ˈfɪʃəmən/,A word in this category
butcher,n.屠夫；杀人狂,19,Chapter 19 社会角色,/ˈbʊtʃə(r)/,A word in this category
groom,n.马夫；新郎 V.(给动物)刷洗；理毛，梳毛,19,Chapter 19 社会角色,/ɡruːm/,A word in this category
hostage,n.人质,19,Chapter 19 社会角色,/ˈhɒstɪdʒ/,A word in this category
toil,n.苦工，苦活；网，圈套  v.辛勤劳作，苦干,19,Chapter 19 社会角色,/tɔɪl/,A word in this category
beggar,n.乞丐,19,Chapter 19 社会角色,/ˈbeɡə(r)/,A word in this category
slave,n.奴隶,19,Chapter 19 社会角色,/sleɪv/,A word in this category
act,v.行动 n.行为,20,Chapter 20 行为动作,/ækt/,A word in this category
behave,v.表现；(机器等)运转,20,Chapter 20 行为动作,/bɪˈheɪv/,A word in this category
deed,n.行为；功绩；契约,20,Chapter 20 行为动作,/diːd/,A word in this category
accustom,v.使习惯(于),20,Chapter 20 行为动作,/əˈkʌstəm/,A word in this category
react,v.作出反应，反应,20,Chapter 20 行为动作,/riˈækt/,A word in this category
respond,v.回答；响应，作出反应,20,Chapter 20 行为动作,/rɪˈspɒnd/,A word in this category
reflect,v.反映；反射,20,Chapter 20 行为动作,/rɪˈflekt/,A word in this category
bear,v.生(孩子)；窑忍；承担(责任),20,Chapter 20 行为动作,/beə(r)/,A word in this category
adopt,v.收养；采取，采用,20,Chapter 20 行为动作,/əˈdɒpt/,A word in this category
nourish,v.滋养，给......提供营养,20,Chapter 20 行为动作,/ˈnʌrɪʃ/,A word in this category
mow,v割，修剪n.干草堆,20,Chapter 20 行为动作,/məʊ/,A word in this category
support,v.支撑；支持；供养n.支持；帮助,20,Chapter 20 行为动作,/səˈpɔːt/,A word in this category
exhale,v.呼气，呼出,20,Chapter 20 行为动作,/eksˈheɪl/,A word in this category
intake,n吸入；摄取量；新招收者,20,Chapter 20 行为动作,/ˈɪnteɪk/,A word in this category
revive,v. (使)苏醒；(使)复兴，(使)复活,20,Chapter 20 行为动作,/rɪˈvaɪv/,A word in this category
survive,v.幸存；生存,20,Chapter 20 行为动作,/səˈvaɪv/,A word in this category
glare,V.怒目而视；发出强光n.刺眼的光；怒视,20,Chapter 20 行为动作,/ɡleə(r)/,A word in this category
glimpse,V.瞥见n一瞥,20,Chapter 20 行为动作,/ɡlɪmps/,A word in this category
glance,v.瞥，迅速看一眼n.一瞥,20,Chapter 20 行为动作,/ɡlɑːns/,A word in this category
peep,V.窥视，偷看n偷偷一瞥,20,Chapter 20 行为动作,/piːp/,A word in this category
gaze,V.凝视，注视,20,Chapter 20 行为动作,/ɡeɪz/,A word in this category
peer,V.凝视，盯着看n.同等地位的人，同辈,20,Chapter 20 行为动作,/pɪə(r)/,A word in this category
stare,v.凝视，盯着看,20,Chapter 20 行为动作,/steə(r)/,A word in this category
contemplate,v.凝视；沉思；考虑,20,Chapter 20 行为动作,/ˈkɒntəmpleɪt/,A word in this category
vow,n.誓约v.发誓,20,Chapter 20 行为动作,/vaʊ/,A word in this category
oath,n.誓言；宣誓,20,Chapter 20 行为动作,/əʊθ/,A word in this category
pledge,v. 保证；n.保证，誓言,20,Chapter 20 行为动作,/pledʒ/,A word in this category
whistle,n.口哨；哨子；汽笛声v.吹口哨；吹哨子,20,Chapter 20 行为动作,/ˈwɪs(ə)l/,A word in this category
reply,v.回答，答复  n.回答，答复,20,Chapter 20 行为动作,/rɪˈplaɪ/,A word in this category
notify,v.通知，告知,20,Chapter 20 行为动作,/ˈnəʊtɪfaɪ/,A word in this category
assert,v断言，坚称；坚持(自己)的主张,20,Chapter 20 行为动作,/əˈsɜːt/,A word in this category
explain,v.说明，解释,20,Chapter 20 行为动作,/ɪkˈspleɪn/,A word in this category
quarrel,v.吵架，争论  n.吵架，争论,20,Chapter 20 行为动作,/ˈkwɒrəl/,A word in this category
dispute,v.争论，辩论  n.争论，辩论,20,Chapter 20 行为动作,/dɪˈspjuːt/,A word in this category
argument,n.辩论，争论；论点，论据,20,Chapter 20 行为动作,/ˈɑːɡjumənt/,A word in this category
mention,v.提及，说起  n.提及，说起,20,Chapter 20 行为动作,/ˈmenʃ(ə)n/,A word in this category
hurry,V.赶紧；催促n.匆忙,20,Chapter 20 行为动作,/ˈhʌri/,A word in this category
hasten,v. 赶紧；促进,20,Chapter 20 行为动作,/ˈheɪs(ə)n/,A word in this category
urge,V.催促，敦促n冲动,20,Chapter 20 行为动作,/ɜːdʒ/,A word in this category
scold,V.责骂，斥责,20,Chapter 20 行为动作,/skəʊld/,A word in this category
curse,V.诅咒；咒骂n咒语：咒骂话,20,Chapter 20 行为动作,/kɜːs/,A word in this category
swear,v诅咒，咒骂；发苔，保证,20,Chapter 20 行为动作,/sweə(r)/,A word in this category
provoke,V.激怒，挑拨；引起,20,Chapter 20 行为动作,/prəˈvəʊk/,A word in this category
preach,V.宣扬,20,Chapter 20 行为动作,/priːtʃ/,A word in this category
boast,v.自夸，吹嘘  n.自夸，吹嘘,20,Chapter 20 行为动作,/bəʊst/,A word in this category
tease,v取笑，嘲弄,20,Chapter 20 行为动作,/tiːz/,A word in this category
mock,"v.嘲笑，嘲弄 adj.模拟的,假装的",20,Chapter 20 行为动作,/mɒk/,A word in this category
touch,v.触摸；触动n.触觉；接触,20,Chapter 20 行为动作,/tʌtʃ/,A word in this category
hug,v.拥抱 n.拥抱,20,Chapter 20 行为动作,/hʌɡ/,A word in this category
tap,v.轻拍，轻叩；开发,20,Chapter 20 行为动作,/tæp/,A word in this category
clap,v.拍手；轻拍  n.鼓掌,20,Chapter 20 行为动作,/klæp/,A word in this category
applaud,v.鼓掌；称赞，赞许,20,Chapter 20 行为动作,/əˈplɔːd/,A word in this category
fold,v.折叠，对折,20,Chapter 20 行为动作,/fəʊld/,A word in this category
reel,v. 眩晕，混乱,20,Chapter 20 行为动作,/riːl/,A word in this category
kneel,V.跪，跪下,20,Chapter 20 行为动作,/niːl/,A word in this category
catch,v捉住；赶上；领会,20,Chapter 20 行为动作,/kætʃ/,A word in this category
snatch,v.一把抓住，迅速夺取,20,Chapter 20 行为动作,/snætʃ/,A word in this category
grab,V.抓住，攫取；(匆忙地)取,20,Chapter 20 行为动作,/ɡræb/,A word in this category
grasp,v. 抓牢，握紧；完全理解，全面领会,20,Chapter 20 行为动作,/ɡrɑːsp/,A word in this category
overtake,v.追上，超过；(情感等)压倒,20,Chapter 20 行为动作,/ˌəʊvəˈteɪk/,A word in this category
follow,v.跟随；是......的必然结果；遵循,20,Chapter 20 行为动作,/ˈfɒləʊ/,A word in this category
grip,v紧握，抓牢n.紧握，抓牢；理解，了解,20,Chapter 20 行为动作,/ɡrɪp/,A word in this category
mess,n.混乱，脏乱V.弄乱,20,Chapter 20 行为动作,/mes/,A word in this category
twist,v.拧，扭；使缠绕n.拧，扭动,20,Chapter 20 行为动作,/twɪst/,A word in this category
scatter,v.撒；(使)散开,20,Chapter 20 行为动作,/ˈskætə(r)/,A word in this category
fasten,v.拍牢，系牢，缚紧,20,Chapter 20 行为动作,/ˈfɑːs(ə)n/,A word in this category
loosen,v解开，松开；放宽(限制等),20,Chapter 20 行为动作,/ˈluːs(ə)n/,A word in this category
smash,V.打碎；(使)猛烈撞击；(打球时)扣球,20,Chapter 20 行为动作,/smæʃ/,A word in this category
scratch,v.擦破，刮坏；搔n.乱涂；划痕，擦伤,20,Chapter 20 行为动作,/skrætʃ/,A word in this category
wipe,V.揩，擦,20,Chapter 20 行为动作,/waɪp/,A word in this category
scrape,V刮掉；擦坏；勉强获得n.刮；擦伤,20,Chapter 20 行为动作,/skreɪp/,A word in this category
polish,V.擦光，擦亮；使完美，改选,20,Chapter 20 行为动作,/ˈpɒlɪʃ/,A word in this category
peel,V. 剥落；掉漆；脱皮,20,Chapter 20 行为动作,/piːl/,A word in this category
split,V. (使)开裂；(使)分裂；(使)分开,20,Chapter 20 行为动作,/splɪt/,A word in this category
sway,V. (使)摇摆，(使)摆动，｛使｝摇晃,20,Chapter 20 行为动作,/sweɪ/,A word in this category
shake,v.摇动，(使)颤动n.摇动，颤动,20,Chapter 20 行为动作,/ʃeɪk/,A word in this category
vibrate,V. (使)振动，(使)摇摆,20,Chapter 20 行为动作,/vaɪˈbreɪt/,A word in this category
whirl,V. (使)回旋n回旋,20,Chapter 20 行为动作,/wɜːl/,A word in this category
rotate,v. (使)旋转，(使)转动,20,Chapter 20 行为动作,/rəʊˈteɪt/,A word in this category
shuffle,v洗(牌)；拖着脚走；搅乱.......的次序n.洗牌,20,Chapter 20 行为动作,/ˈʃʌf(ə)l/,A word in this category
collide,V.碰撞；抵触,20,Chapter 20 行为动作,/kəˈlaɪd/,A word in this category
contact,n.接触，联系 v.接触，联系,20,Chapter 20 行为动作,/ˈkɒntækt/,A word in this category
connect,v.(使)连接；(使)接通(电源等),20,Chapter 20 行为动作,/kəˈnekt/,A word in this category
combine,V. (使)联合，(使)结合,20,Chapter 20 行为动作,/kəmˈbaɪn/,A word in this category
bond,v. 与……黏合(或连接)n. 黏合；(感情的)纽带,20,Chapter 20 行为动作,/bɒnd/,A word in this category
integrate,V. (使)成为一体，｛使)合并,20,Chapter 20 行为动作,/ˈɪntɪɡreɪt/,A word in this category
wrap,V.裹，包；用......缠绕,20,Chapter 20 行为动作,/ræp/,A word in this category
penetrate,V.刺入，穿透；渗透；洞察,20,Chapter 20 行为动作,/ˈpenətreɪt/,A word in this category
pierce,V.刺穿，刺破，穿透；使心如刀割,20,Chapter 20 行为动作,/pɪəs/,A word in this category
insert,v插入，嵌入n插入物,20,Chapter 20 行为动作,/ɪnˈsɜːt/,A word in this category
tilt,V. (使)倾斜，(使)歪斟,20,Chapter 20 行为动作,/tɪlt/,A word in this category
tow,v拖，控，牵引n.牵引,20,Chapter 20 行为动作,/təʊ/,A word in this category
trail,V. (使)拖在后面；跟踪n踪迹,20,Chapter 20 行为动作,/treɪl/,A word in this category
arrange,v.安排，整理，使有条理,20,Chapter 20 行为动作,/əˈreɪndʒ/,A word in this category
manipulate,V. (熟练地操作；操纵,20,Chapter 20 行为动作,/məˈnɪpjuleɪt/,A word in this category
steer,v.为(船)操舵，驾驶(船、车等)；操纵,20,Chapter 20 行为动作,/stɪə(r)/,A word in this category
baptise,( = baptize ) v.给......施行洗礼(或浸礼),20,Chapter 20 行为动作,/ˌbæpˈtaɪz/,A word in this category
bet,V.下注，打赌；敢说n.打赌；赌注,20,Chapter 20 行为动作,/bet/,A word in this category
stake,n.赌注；桩v.以……打赌,20,Chapter 20 行为动作,/steɪk/,A word in this category
gamble,v.赌博；冒险 n.赌博；冒险,20,Chapter 20 行为动作,/ˈɡæmb(ə)l/,A word in this category
promise,n.诺言 v.承诺,20,Chapter 20 行为动作,/ˈprɒmɪs/,A word in this category
attract,v.吸引；引起,20,Chapter 20 行为动作,/əˈtrækt/,A word in this category
obsess,v. (使)痴迷，(使)心神不宁,20,Chapter 20 行为动作,/əbˈses/,A word in this category
mesmerise,( = mesmerize) v.吸引，迷住,20,Chapter 20 行为动作,/ˈmezməraɪz/,A word in this category
nightmare,n.噩梦，梦魔,20,Chapter 20 行为动作,/ˈnaɪtmeə(r)/,A word in this category
expel,v.驱逐；开除；排出,20,Chapter 20 行为动作,/ɪkˈspel/,A word in this category
bully,v. 恐吓，欺凌 n. 恃强凌弱者,20,Chapter 20 行为动作,/ˈbʊli/,A word in this category
amaze,v.使惊奇，使惊愕,20,Chapter 20 行为动作,/əˈmeɪz/,A word in this category
marvel,V感到惊讶，大为赞叹n.奇迹,20,Chapter 20 行为动作,/ˈmɑːv(ə)l/,A word in this category
astonish,v.使惊讶,20,Chapter 20 行为动作,/əˈstɒnɪʃ/,A word in this category
involve,v. (使)参加；牵涉,20,Chapter 20 行为动作,/ɪnˈvɒlv/,A word in this category
annoy,v.使恼怒；打扰,20,Chapter 20 行为动作,/əˈnɔɪ/,A word in this category
upset,v.使心烦意乱，使生气；搅乱；打翻,20,Chapter 20 行为动作,/ˌʌpˈset/,A word in this category
bewilder,v.使迷惑，使不知所措,20,Chapter 20 行为动作,/bɪˈwɪldə(r)/,A word in this category
irony,n反话；有讽刺意昧的情形,20,Chapter 20 行为动作,/ˈaɪrəni/,A word in this category
indignity,n.侮辱，轻蔑,20,Chapter 20 行为动作,/ɪnˈdɪɡnəti/,A word in this category
contempt,n.轻视，藐视,20,Chapter 20 行为动作,/kənˈtempt/,A word in this category
neglect,v.忽视，忽略 n.忽视，忽略,20,Chapter 20 行为动作,/nɪˈɡlekt/,A word in this category
disregard,v.不顾，漠视n.忽视，漠视,20,Chapter 20 行为动作,/ˌdɪsrɪˈɡɑːd/,A word in this category
ignorance,n.无知，愚昧,20,Chapter 20 行为动作,/ˈɪɡnərəns/,A word in this category
bias,v.使有偏见，使偏心n.偏见，俑，心,20,Chapter 20 行为动作,/ˈbaɪəs/,A word in this category
deviate,V.偏离，背离,20,Chapter 20 行为动作,/ˈdiːvieɪt/,A word in this category
flee,v.逃避，逃离,20,Chapter 20 行为动作,/fliː/,A word in this category
panic,n.惊恐，惊慌v.(使)惊恐，(使)惊慌,20,Chapter 20 行为动作,/ˈpænɪk/,A word in this category
terrify,v.使恐惧，使非常害怕,20,Chapter 20 行为动作,/ˈterɪfaɪ/,A word in this category
revenge,n.报仇，复仇v.向......报仇,20,Chapter 20 行为动作,/rɪˈvendʒ/,A word in this category
kidnap,v.绑架，劫持,20,Chapter 20 行为动作,/ˈkɪdnæp/,A word in this category
hijack,v.劫持(飞机或真他交通工具),20,Chapter 20 行为动作,/ˈhaɪdʒæk/,A word in this category
smuggle,v.走私，偷运,20,Chapter 20 行为动作,/ˈsmʌɡ(ə)l/,A word in this category
convict,v定罪，宣判......有罪n. 8决犯,20,Chapter 20 行为动作,/kənˈvɪkt/,A word in this category
strangle,v.扼杀，压制；勒死，扼死,20,Chapter 20 行为动作,/ˈstræŋɡl/,A word in this category
massacre,n.残杀，屠杀 v.残杀，屠杀,20,Chapter 20 行为动作,/ˈmæsəkə(r)/,A word in this category
decimation,n.大批杀死，大量毁灭；大大削弱,20,Chapter 20 行为动作,/ˌdesɪˈmeɪʃn/,A word in this category
intervene,v插话；干扰；平涉,20,Chapter 20 行为动作,/ˌɪntəˈviːn/,A word in this category
impede,v.妨碍，阻止,20,Chapter 20 行为动作,/ɪmˈpiːd/,A word in this category
allure,v. 吸引，引诱,20,Chapter 20 行为动作,/əˈlʊə(r)/,A word in this category
bait,"v,使上当发火n.诱饵；诱惑物",20,Chapter 20 行为动作,/beɪt/,A word in this category
induce,v.引诱，劝说,20,Chapter 20 行为动作,/ɪnˈdjuːs/,A word in this category
tempt,v. 引诱，诱惑；怂恿,20,Chapter 20 行为动作,/tempt/,A word in this category
designate,v.指明；选派，指派,20,Chapter 20 行为动作,/ˈdezɪɡneɪt/,A word in this category
assign,V.布置；分配；指定；确定,20,Chapter 20 行为动作,/əˈsaɪn/,A word in this category
distribute,v.分发，分配,20,Chapter 20 行为动作,/dɪˈstrɪbjuːt/,A word in this category
despatch,( = dispatch ) v.派遣，调派；迅速处理,20,Chapter 20 行为动作,/dɪˈspætʃ/,A word in this category
detach,v. (使)分开，(使)分离；派遣,20,Chapter 20 行为动作,/dɪˈtætʃ/,A word in this category
undo,v.解开，打开；取消,20,Chapter 20 行为动作,/ʌnˈduː/,A word in this category
disguise,v.掩饰；假扮，伪装n.假扮；伪装物,20,Chapter 20 行为动作,/dɪsˈɡaɪz/,A word in this category
conceal,V.隐藏，掩盖,20,Chapter 20 行为动作,/kənˈsiːl/,A word in this category
refuse,v.拒绝；回绝,20,Chapter 20 行为动作,/rɪˈfjuːz/,A word in this category
exclude,v把......排除在外；拒,20,Chapter 20 行为动作,/ɪkˈskluːd/,A word in this category
reverse,v.颠倒，彻底改变；撤销n.相反的情况；反面adj.相反的,20,Chapter 20 行为动作,/rɪˈvɜːs/,A word in this category
assure,V.向......保证；保证；保险,20,Chapter 20 行为动作,/əˈʃʊə(r)/,A word in this category
undertake,V.承担；许诺，保证,20,Chapter 20 行为动作,/ˌʌndəˈteɪk/,A word in this category
stipulate,v规定，明确要求；保证,20,Chapter 20 行为动作,/ˈstɪpjuleɪt/,A word in this category
convince,v使确信，使信服；说服,20,Chapter 20 行为动作,/kənˈvɪns/,A word in this category
reassure,v.使安心，使放心,20,Chapter 20 行为动作,/ˌriːəˈʃʊə(r)/,A word in this category
wish,v.想要(某事发生)n.希望,20,Chapter 20 行为动作,/wɪʃ/,A word in this category
aspire,v.有志于，渴望,20,Chapter 20 行为动作,/əˈspaɪə(r)/,A word in this category
desire,n.愿望，欲望v.渴望，期望,20,Chapter 20 行为动作,/dɪˈzaɪə(r)/,A word in this category
yearn,v.渴望，向往,20,Chapter 20 行为动作,/jɜːn/,A word in this category
invoke,v.唤起(感情等)；向......祈求帮助；恳求,20,Chapter 20 行为动作,/ɪnˈvəʊk/,A word in this category
rescue,v.营救，救援  n. 营救，救援物,20,Chapter 20 行为动作,/ˈreskjuː/,A word in this category
itch,v.发痒；渴望 n.痒；渴望,20,Chapter 20 行为动作,/ɪtʃ/,A word in this category
attempt,v.尝试，试图n.尝试，企图,20,Chapter 20 行为动作,/əˈtempt/,A word in this category
strive,v.努力，奋斗,20,Chapter 20 行为动作,/straɪv/,A word in this category
effort,n.努力；努力的成果,20,Chapter 20 行为动作,/ˈefət/,A word in this category
fulfil,v.履行，实现；完成；满足,20,Chapter 20 行为动作,/fʊlˈfɪl/,A word in this category
range,v.(在一定幅度内)变动,20,Chapter 20 行为动作,/reɪndʒ/,A word in this category
sort,n.种类，类别v.把......分类,20,Chapter 20 行为动作,/sɔːt/,A word in this category
loom,v.(庞然大物或形状模糊之物)隐现；逼近n.织布机,20,Chapter 20 行为动作,/luːm/,A word in this category
launch,v.发射；发布，推出；发起(运动等),20,Chapter 20 行为动作,/lɔːntʃ/,A word in this category
commence,v开始，着手,20,Chapter 20 行为动作,/kəˈmens/,A word in this category
exploit,v.开发，开采，开拓,20,Chapter 20 行为动作,/ɪkˈsplɔɪt/,A word in this category
explore,v.勘查，考察；探讨,20,Chapter 20 行为动作,/ɪkˈsplɔː(r)/,A word in this category
exert,v.运用，行使；施加,20,Chapter 20 行为动作,/ɪɡˈzɜːt/,A word in this category
tackle,v.处理，应对，解决n.用处，器材,20,Chapter 20 行为动作,/ˈtæk(ə)l/,A word in this category
cope,v.应付，处理,20,Chapter 20 行为动作,/kəʊp/,A word in this category
dispose,v.布置，安排,20,Chapter 20 行为动作,/dɪˈspəʊz/,A word in this category
conduct,v.避行，实施 n.举止，行为,20,Chapter 20 行为动作,/kənˈdʌkt/,A word in this category
omit,v.遗漏；省略；删去,20,Chapter 20 行为动作,/əˈmɪt/,A word in this category
delete,v.删除，删掉,20,Chapter 20 行为动作,/dɪˈliːt/,A word in this category
cancel,v.取消；废除,20,Chapter 20 行为动作,/ˈkæns(ə)l/,A word in this category
clear,adj.清晰的；明显的v清除,20,Chapter 20 行为动作,/klɪə(r)/,A word in this category
erase,v.清除；抹去,20,Chapter 20 行为动作,/ɪˈreɪz/,A word in this category
resort,v.求助于，采取，诉诸 n.(度假)胜地,20,Chapter 20 行为动作,/rɪˈzɔːt/,A word in this category
recover,v.重新拿回；恢复健康；(从不愉快的经历申)复原,20,Chapter 20 行为动作,/rɪˈkʌvə(r)/,A word in this category
restore,v.恢复；归还；修复,20,Chapter 20 行为动作,/rɪˈstɔː(r)/,A word in this category
rectify,v纠正，矫正，改正,20,Chapter 20 行为动作,/ˈrektɪfaɪ/,A word in this category
redeem,v.赎回；挽回，补偿；兑现,20,Chapter 20 行为动作,/rɪˈdiːm/,A word in this category
offset,v.补偿；抵消 n.抵消物，补偿,20,Chapter 20 行为动作,/ˈɒfset/,A word in this category
replenish,v.重新装满，补充,20,Chapter 20 行为动作,/rɪˈplenɪʃ/,A word in this category
obtain,v获得，得到,20,Chapter 20 行为动作,/əbˈteɪn/,A word in this category
gain,v.获得；增加n.增加；改造,20,Chapter 20 行为动作,/ɡeɪn/,A word in this category
supply,v.供给，供应，提供n.供应量；［supplies］补给晶,20,Chapter 20 行为动作,/səˈplaɪ/,A word in this category
offer,n.给予(物)；提议v.提供；出(价),20,Chapter 20 行为动作,/ˈɒfə(r)/,A word in this category
render,v.给予，提供；翻译,20,Chapter 20 行为动作,/ˈrendə(r)/,A word in this category
enlarge,v.扩大，扩展；放大(照片或文件｝,20,Chapter 20 行为动作,/ɪnˈlɑːdʒ/,A word in this category
augment,v.扩大，增加，加强，提高,20,Chapter 20 行为动作,/ɔːɡˈment/,A word in this category
magnify,v.放大；夸大,20,Chapter 20 行为动作,/ˈmæɡnɪfaɪ/,A word in this category
amplify,v.增强；扩大(声音)；充实(陈述等),20,Chapter 20 行为动作,/ˈæmplɪfaɪ/,A word in this category
exaggerate,v.夸张，夸大,20,Chapter 20 行为动作,/ɪɡˈzædʒəreɪt/,A word in this category
prolong,v.延长,20,Chapter 20 行为动作,/prəˈlɒŋ/,A word in this category
uphold,v.支持，维护；维持,20,Chapter 20 行为动作,/ʌpˈhəʊld/,A word in this category
backup,n.后援，支持；(文件等的)备份adj.备用的,20,Chapter 20 行为动作,/ˈbækʌp/,A word in this category
propel,v.推动，驱使；推进,20,Chapter 20 行为动作,/prəˈpel/,A word in this category
update,v.更新；使现代化,20,Chapter 20 行为动作,/ˌʌpˈdeɪt/,A word in this category
raise,v.举起；引起；抚养；提高；筹募,20,Chapter 20 行为动作,/reɪz/,A word in this category
contain,v.包含，容纳；抑制(感情),20,Chapter 20 行为动作,/kənˈteɪn/,A word in this category
leak,"v.泄漏 n.漏洞,裂缝",20,Chapter 20 行为动作,/liːk/,A word in this category
spill,v.(使)溢出,20,Chapter 20 行为动作,/spɪl/,A word in this category
seep,v.渗出，渗漏,20,Chapter 20 行为动作,/siːp/,A word in this category
ooze,v.渗出；洋溢着,20,Chapter 20 行为动作,/uːz/,A word in this category
evacuate,v.疏散，撤离,20,Chapter 20 行为动作,/ɪˈvækjueɪt/,A word in this category
Trench,v. 掘沟于；砍除  n. 沟，渠，壕沟,20,Chapter 20 行为动作,/trentʃ/,A word in this category
saturate,v.使饱和，使充满；浸透,20,Chapter 20 行为动作,/ˈsætʃəreɪt/,A word in this category
forgive,v.原谅，宽恕，饶恕,20,Chapter 20 行为动作,/fəˈɡɪv/,A word in this category
regard,n.尊重；问候v.看待,20,Chapter 20 行为动作,/rɪˈɡɑːd/,A word in this category
flatter,v.奉承，讨好，向......滔媚,20,Chapter 20 行为动作,/ˈflætə(r)/,A word in this category
worship,n. (对上帝或神的)崇拜，礼拜；爱慕v.做礼拜,20,Chapter 20 行为动作,/ˈwɜːʃɪp/,A word in this category
cause,"n原因,理由；事业",20,Chapter 20 行为动作,/kɔːz/,A word in this category
sake,n.理由，目的,20,Chapter 20 行为动作,/seɪk/,A word in this category
purpose,n.目的,20,Chapter 20 行为动作,/ˈpɜːpəs/,A word in this category
objective,n.宗旨；目标  adj.客观的,20,Chapter 20 行为动作,/əbˈdʒektɪv/,A word in this category
arouse,v唤起，激起，引起,20,Chapter 20 行为动作,/əˈraʊz/,A word in this category
trigger,v. 引发，触发n.(枪等的)扳机,20,Chapter 20 行为动作,/ˈtrɪɡə(r)/,A word in this category
seek,v.寻找；寻求,20,Chapter 20 行为动作,/siːk/,A word in this category
retrieve,v.取回；挽回,20,Chapter 20 行为动作,/rɪˈtriːv/,A word in this category
testify,v.作证；证明,20,Chapter 20 行为动作,/ˈtestɪfaɪ/,A word in this category
verify,v证实；核实，查清,20,Chapter 20 行为动作,/ˈverɪfaɪ/,A word in this category
specify,V.具体指定，详细说明,20,Chapter 20 行为动作,/ˈspesɪfaɪ/,A word in this category
enlighten,V.启发，开导，启迪,20,Chapter 20 行为动作,/ɪnˈlaɪt(ə)n/,A word in this category
impart,v.传授；透露,20,Chapter 20 行为动作,/ɪmˈpɑːt/,A word in this category
deserve,v. 应得；应受,20,Chapter 20 行为动作,/dɪˈzɜːv/,A word in this category
drop,v. (使)落下；(使)降低；和…...断绝联系n.滴,20,Chapter 20 行为动作,/drɒp/,A word in this category
sink,v. (使)下沉；下降,20,Chapter 20 行为动作,/sɪŋk/,A word in this category
plummet,v.垂直掉下；(价格、水平等)骤然下跌,20,Chapter 20 行为动作,/ˈplʌmɪt/,A word in this category
muffle,V.使(声音)减弱,20,Chapter 20 行为动作,/ˈmʌf(ə)l/,A word in this category
